StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q5_6_TEXT,Q6,Q7,Q8,Q8a,Q9,Q9a,Q9b,Q10,Q11,Q11a,Q11b,Q12,Q13,Q14,Q14a,Q15,Q15a,Q16,Q16a,Q16b,Q17,Q17a,Q18,Q18a,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q25a,Q26,Q26a,Q27,Q27a,Q28,Q28a,Q29,Q29a,Q29b,Q29c,Q29d
4/10/2020 10:05,4/10/2020 10:07,IP Address,68.49.108.54,100,163,True,4/10/2020 10:07,R_sBd7KHlcumrHe0x,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,23,Female,Mississippi,Non Latino/Hispanic,White,,Research Associate,,Yes,Week 2 March 8-14,No,,,Yes,No,,,8,8,No,,No,,No,,,No,,No,,2-4 times a month,Once a month or less,Never,Never,Yes,2-3 hours,Yes,1-2 hours,No,,No,,No,,No,,,,
4/10/2020 9:05,4/10/2020 10:08,IP Address,141.214.17.228,100,3813,True,4/10/2020 10:08,R_22QfEhzgDciPvzC,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,30,Female,Michigan,Non Latino/Hispanic,White,,nurse,,No,,No,,,No,Not applicable,,,8,6,Yes,I am working fewer hours,No,,Yes,I am going to bed later,I waking up earlier,No,,No,,Never,Never,Never,Never,Yes,1-2 hours,No,,No,,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Moderately worse,,"I am moderately more anxious,I am moderately more irritable",
4/10/2020 10:00,4/10/2020 10:08,IP Address,107.4.111.148,100,501,True,4/10/2020 10:08,R_3NUuCsHiTtzGTyU,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,61,Female,Michigan,Latino/Hispanic,White,,Nurse practitioner,,Yes,Week 3 March 15-21,Yes,Somewhat satisfied,,Yes,No,,,8,6,Yes,I am working more hours,Yes,I am ending work later most days,No,,,No,,No,,Once a month or less,Once a month or less,Never,Never,Yes,2-3 hours,No,,Yes,I am exercising/moving less,No,,No,,Yes,Slightly worse,All of the above,,
4/10/2020 8:53,4/10/2020 10:11,IP Address,141.214.17.228,100,4673,True,4/10/2020 10:11,R_3j6DCY7cPOjawY9,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,33,Female,Michigan,Non Latino/Hispanic,White,,Physician,,No,,No,,,No,Yes,1,Under 12 years old,7,4.5,No,,No,,Yes,My bedtime has not changed,I waking up earlier,No,,No,,2-4 times a month,2-3 times a week,Never,Never,No,0.51 – 1 hour,No,,No,,No,,No,,Yes,Moderately worse,,"I am moderately more anxious,I am moderately more irritable",
4/10/2020 10:16,4/10/2020 10:20,IP Address,23.28.63.128,100,216,True,4/10/2020 10:20,R_3s4DMTbIyEahXzE,,,,,42.3309936523438,-83.3785018920898,anonymous,EN,61,Female,Michigan,Non Latino/Hispanic,White,,Sleep Technologist,,No,,No,,,No,No,,,5.5,7.5,Yes,I am working fewer hours,No,,Yes,My bedtime has not changed,I am waking up later,No,,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving more,No,,No,,Yes,Moderately worse,,I am moderately more anxious,
4/10/2020 10:21,4/10/2020 10:25,IP Address,68.37.213.213,100,198,True,4/10/2020 10:25,R_1ly1NXUVHeRbPLt,,,,,42.2440032958984,-83.5822982788086,anonymous,EN,27,Male,Michigan,Non Latino/Hispanic,White,,Research,,Yes,Week 3 March 15-21,Not applicable,,,No,Not applicable,,,8,9,Yes,I am working fewer hours,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,Once a month or less,2-4 times a month,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving more,No,,No,,Yes,Slightly worse,All of the above,,
4/10/2020 10:23,4/10/2020 10:29,IP Address,68.40.189.124,100,348,True,4/10/2020 10:29,R_AmscINwh8Lnz7CF,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,36,Female,Michigan,Non Latino/Hispanic,White,,psychologist,,Yes,Week 3 March 15-21,No,,,No,Yes,2,Under 12 years old,6-7,7,Yes,I am working fewer hours,No,,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-3 times a week,2-3 times a week,Never,Never,Yes,0.51 – 1 hour,Yes,0-0.5 hour,Yes,I am exercising/moving less,No,,Yes,I am eating more food each day,No,,,,
4/10/2020 10:25,4/10/2020 10:30,IP Address,76.238.200.230,100,268,True,4/10/2020 10:30,R_2aWQgc9YffTvADv,,,,,42.2196044921875,-83.6045989990234,anonymous,EN,52,Female,Michigan,Non Latino/Hispanic,White,,psychiatric physician assistant,,Yes,Week 5 March 29- April 4,Yes,Somewhat satisfied,,Yes,No,,,8,7,Yes,I am working more hours,No,,Yes,My bedtime has not changed,My waketime has not changed,No,,Yes,I am drinking more alcohol,2-4 times a month,2-3 times a week,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,No,,No,,,,
4/10/2020 10:30,4/10/2020 10:33,IP Address,141.214.17.220,100,156,True,4/10/2020 10:33,R_xfLhkb1r5QUUMrD,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,32,Female,Michigan,Non Latino/Hispanic,White,,Fellow,,No,,No,,,No,Yes,1,Under 12 years old,5-6,5-6,Yes,I am working fewer hours,Yes,I am ending work earlier most days,No,,,No,,No,,Never,Never,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving more,No,,No,,Yes,Slightly worse,I am slightly more anxious,,
4/10/2020 10:30,4/10/2020 10:33,IP Address,73.171.31.70,100,186,True,4/10/2020 10:33,R_2upwgAyXpQucPMQ,,,,,37.5536956787109,-77.4601974487305,anonymous,EN,36,Female,Virginia,Non Latino/Hispanic,White,,speech-language pathologist,,Yes,Week 3 March 15-21,No,,,No,Not applicable,,,8,7,Yes,I am working more hours,Yes,"I am starting work earlier most days,I am ending work later most days",Yes,I am going to bed later,I am waking up later,Yes,I am napping more,No,,Never,Never,Never,Never,Yes,0-.5 hour,Yes,3+ hours,Yes,I am exercising/moving less,No,,Yes,I am eating more food each day,Yes,Slightly worse,"I am slightly more depressed,I am slightly more anxious,I am slightly more irritable",,
4/10/2020 10:28,4/10/2020 10:40,IP Address,68.37.53.85,100,721,True,4/10/2020 10:40,R_1LUalFaR59kamAz,,,,,42.2196044921875,-83.6045989990234,anonymous,EN,36,Male,Michigan,Non Latino/Hispanic,White,,"Consultation Psychiatrist, Administrative Service/Hospital Lead (Physician)",,No,,Yes,Somewhat satisfied,,No,Yes,3,Under 12 years old,6,8,Yes,I am working fewer hours,Yes,"I am starting work earlier most days,I am ending work earlier most days",Yes,I am going to bed earlier,I waking up earlier,Yes,I am napping less,No,,Never,Never,Never,Never,Yes,2-3 hours,Yes,1-2 hours,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,I am slightly more anxious,,
4/10/2020 10:35,4/10/2020 10:41,IP Address,99.19.64.165,100,359,True,4/10/2020 10:41,R_1dMnDtlS2pobQUK,,,,,42.4557037353516,-83.6541976928711,anonymous,EN,61,Female,Michigan,Non Latino/Hispanic,White,,Admin,,Yes,Week 3 March 15-21,Not applicable,,,Yes,Not applicable,,,8,6.5,No,,No,,Yes,My bedtime has not changed,I am waking up later,No,,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,2-3 hours,No,,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,All of the above,,
4/10/2020 10:54,4/10/2020 10:57,IP Address,68.40.58.119,100,200,True,4/10/2020 10:57,R_2Sqv4jVYWL3zSFZ,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,61,Female,Michigan,Non Latino/Hispanic,White,,research,,Yes,Week 3 March 15-21,Not applicable,,,No,No,,,7.5,8,No,,Yes,I am starting work later most days,No,,,No,,No,,Never,Never,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,Yes,I am exercising/moving less,No,,No,,No,,,,
4/10/2020 10:55,4/10/2020 10:59,IP Address,68.46.172.119,100,201,True,4/10/2020 10:59,R_1gFPr0LLRFzn7sX,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,53,Male,Michigan,Non Latino/Hispanic,White,,physician,,Yes,Week 4 March 22-28,Yes,Somewhat satisfied,,Yes,Yes,2,12-17 years old,8,9,Yes,I am working fewer hours,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-4 times a month,2-3 times a week,Never,Never,Yes,0.51 – 1 hour,No,,No,,Yes,I am eating more healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,"I am slightly more anxious,I am slightly more irritable",,
4/10/2020 11:00,4/10/2020 11:07,IP Address,198.203.181.181,100,415,True,4/10/2020 11:07,R_1oBZpfX9OwaJeDr,,,,,44.8574066162109,-93.4375991821289,anonymous,EN,55,Female,Illinois,Non Latino/Hispanic,White,,Physical Therapist,,Yes,Week 1 March 1-7,Not applicable,,,No,Yes,3,18-24 years old,6,6,No,,Yes,I am starting work earlier most days,No,,,No,,Yes,I am drinking more alcohol,2-4 times a month,4 or more times a week,Never,Never,No,0-.5 hour,Yes,2-3 hours,Yes,I am exercising/moving more,Yes,I am eating less healthy foods,Yes,I am eating less food each day,Yes,Much worse,,,"I am much more depressed,I am much more anxious,I am much more irritable,All of the above"
4/10/2020 11:06,4/10/2020 11:10,IP Address,198.203.181.181,100,199,True,4/10/2020 11:10,R_BW0l3tFSUCLONBn,,,,,44.8574066162109,-93.4375991821289,anonymous,EN,54,Female,Illinois,Non Latino/Hispanic,White,,"Physical Therapist, Utilization management",,Yes,Week 1 March 1-7,Not applicable,,,Yes,Not applicable,,,6,6,No,,No,,No,,,No,,No,,4 or more times a week,4 or more times a week,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,No,,No,,No,,No,,,,
4/10/2020 11:08,4/10/2020 11:10,IP Address,99.113.173.15,100,166,True,4/10/2020 11:10,R_6Ax7AHjFGyOZqgN,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,34,Female,Michigan,Non Latino/Hispanic,White,,psychologist,,Yes,Week 3 March 15-21,Yes,Somewhat satisfied,,No,No,,,7,7,No,,No,,No,,,No,,No,,Never,Never,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving less,No,,No,,No,,,,
4/10/2020 11:08,4/10/2020 11:11,IP Address,99.18.16.30,100,171,True,4/10/2020 11:11,R_3O1C3lQDW8vtDHo,,,,,42.2384948730469,-83.1782989501953,anonymous,EN,30,Male,Michigan,Non Latino/Hispanic,White,,Call Center Associate,,Yes,Week 1 March 1-7,Not applicable,,,Yes,Not applicable,,,7,7,No,,No,,No,,,No,,No,,4 or more times a week,4 or more times a week,Never,Never,No,0-.5 hour,No,,Yes,I am exercising/moving more,No,,No,,No,,,,
4/10/2020 11:10,4/10/2020 11:13,IP Address,141.214.17.243,100,222,True,4/10/2020 11:13,R_11i2oulM7T6ZSH0,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,66,Female,Michigan,Non Latino/Hispanic,White,,PA,,Yes,Week 4 March 22-28,Yes,Extremely satisfied,,Yes,No,,,7,7,No,,No,,No,,,No,,Yes,I am drinking more alcohol,2-4 times a month,2-3 times a week,Never,Never,No,0.51 – 1 hour,No,,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,No,,No,,,,
4/10/2020 11:24,4/10/2020 11:28,IP Address,24.231.188.70,100,236,True,4/10/2020 11:28,R_1mJY5SYKizMsS5i,,,,,42.3067932128906,-83.7059020996094,anonymous,EN,42,Male,Michigan,Non Latino/Hispanic,White,,physician,,Yes,Week 2 March 8-14,No,,,No,Yes,2,"Under 12 years old,12-17 years old",7,7,No,,Yes,I am starting work earlier most days,No,,,No,,No,,Once a month or less,2-4 times a month,Never,Never,No,1-2 hours,Yes,0.51-1 hour,Yes,I am exercising/moving less,No,,No,,No,,,,
4/10/2020 11:26,4/10/2020 11:30,IP Address,104.177.57.184,100,223,True,4/10/2020 11:30,R_Tq4RCzwFBi39Zp7,,,,,42.5063934326172,-83.4068984985352,anonymous,EN,37,Female,Michigan,Non Latino/Hispanic,White,,patient services associate,,No,,Not applicable,,,Yes,Not applicable,,,7,6,No,,No,,Yes,I am going to bed later,My waketime has not changed,Yes,I am napping more,No,,Once a month or less,Once a month or less,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Much worse,,,"I am much more depressed,I am much more anxious,I am much more irritable,All of the above"
4/10/2020 11:30,4/10/2020 11:34,IP Address,76.112.47.16,100,229,True,4/10/2020 11:34,R_3elCTsxMjHcq0V8,,,,,42.2440032958984,-83.5822982788086,anonymous,EN,51,Female,Michigan,Non Latino/Hispanic,White,,Social worker ,,No,,No,,,No,No,,,7,8,Yes,I am working fewer hours,No,,Yes,I am going to bed later,I am waking up later,No,,No,,Never,Once a month or less,4 or more times a week,Never,No,0-.5 hour,No,,Yes,I am exercising/moving more,No,,Yes,I am eating less food each day,No,,,,
4/10/2020 11:30,4/10/2020 11:39,IP Address,68.56.146.66,100,545,True,4/10/2020 11:39,R_1CrMxqFdM7u8w5V,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,49,Female,Michigan,Non Latino/Hispanic,White,,Academic,,Yes,Week 2 March 8-14,Not applicable,,,No,Yes,2,"Under 12 years old,12-17 years old",6,7,No,,Yes,"I am starting work later most days,I am ending work later most days",Yes,I am going to bed later,I am waking up later,No,,No,,2-4 times a month,2-4 times a month,Never,Never,No,1-2 hours,No,,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,No,,,,
4/10/2020 11:40,4/10/2020 11:45,IP Address,141.214.17.222,100,310,True,4/10/2020 11:45,R_30d6PStPVEMPnyc,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,39,Female,Michigan,Non Latino/Hispanic,White,,sleep technologist,,No,,Not applicable,,,No,Yes,2,18-24 years old,6,8,Yes,I am working fewer hours,Yes,I am starting work earlier most days,Yes,I am going to bed earlier,I waking up earlier,No,,Yes,I am drinking more alcohol,Once a month or less,2-3 times a week,Never,Never,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,Yes,I am eating more food each day,No,,,,
4/10/2020 11:57,4/10/2020 12:00,IP Address,73.145.178.202,100,193,True,4/10/2020 12:00,R_3KOtT7hwZVrMmMF,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,71,Male,Michigan,Non Latino/Hispanic,White,,Psychologist,,Yes,Week 3 March 15-21,No,,,No,No,,,8,10,Yes,I am working fewer hours,Yes,I am starting work later most days,Yes,I am going to bed later,I am waking up later,Yes,I am napping more,No,,2-3 times a week,2-3 times a week,Never,Never,Yes,1-2 hours,No,,Yes,I am exercising/moving less,No,,Yes,I am eating less food each day,Yes,Slightly worse,I am slightly more anxious,,
4/10/2020 12:09,4/10/2020 12:14,IP Address,172.10.225.39,100,302,True,4/10/2020 12:14,R_3IWBUUCcElZ2oxR,,,,,42.0914001464844,-83.6775970458984,anonymous,EN,29,Female,Michigan,Non Latino/Hispanic,White,,Patient Service Assistant,,No,,Not applicable,,,Yes,Not applicable,,,6-7,8,No,,Yes,I am starting work earlier most days,No,,,No,,No,,2-4 times a month,Once a month or less,Never,Never,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving less,No,,No,,Yes,Slightly better,,,
4/10/2020 8:00,4/10/2020 12:18,IP Address,172.222.44.80,100,15512,True,4/10/2020 12:18,R_2TFPwgCjbxIcA7y,,,,,44.0357055664063,-83.6988983154297,anonymous,EN,33,Female,Michigan,Non Latino/Hispanic,White,,staff,,Yes,Week 3 March 15-21,,,,Yes,Not applicable,,,10,10,No,,Yes,I am starting work earlier most days,Yes,I am going to bed later,I waking up earlier,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,2-4 times a month,Once a month or less,Yes,2-3 hours,Yes,0.51-1 hour,No,,No,,Yes,I am eating more food each day,Yes,Slightly worse,All of the above,,
4/10/2020 12:25,4/10/2020 12:33,IP Address,68.40.47.3,100,451,True,4/10/2020 12:33,R_2SdaNLh8bhlUp1H,,,,,42.5713043212891,-83.7485961914063,anonymous,EN,44,Female,Michigan,Non Latino/Hispanic,White,,research therapist,,Yes,Week 2 March 8-14,No,,,Yes,Yes,2,"Under 12 years old,12-17 years old",6,5,No,,Yes,"I am starting work earlier most days,I am ending work later most days",Yes,I am going to bed later,I am waking up later,No,,No,,2-3 times a week,2-3 times a week,Never,Never,Yes,3+ hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,"I am slightly more depressed,I am slightly more anxious",,
4/10/2020 12:32,4/10/2020 12:36,IP Address,68.37.51.218,100,274,True,4/10/2020 12:36,R_3nVKTMORlAfjGLx,,,,,42.2440032958984,-83.5822982788086,anonymous,EN,27,Female,Michigan,Non Latino/Hispanic,"White,Black or African American",,social worker,,Yes,Week 4 March 22-28,Not applicable,,,No,Not applicable,,,7,8,Yes,I am working fewer hours,No,,Yes,My bedtime has not changed,I am waking up later,No,,No,,2-4 times a month,2-4 times a month,2-4 times a month,2-3 times a week,No,0.51 – 1 hour,No,,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,No,,Yes,Much better,,,
4/10/2020 12:33,4/10/2020 12:36,IP Address,108.211.203.127,100,189,True,4/10/2020 12:36,R_3qNEkICsmU87ByH,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,37,Male,Michigan,Non Latino/Hispanic,"White,Asian",,physician,,Yes,Week 3 March 15-21,Yes,Extremely satisfied,,Yes,Yes,3,Under 12 years old,7,8,Yes,I am working fewer hours,No,,Yes,I am going to bed later,I am waking up later,No,,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,1-2 hours,Yes,0-0.5 hour,Yes,I am exercising/moving more,No,,No,,Yes,Much better,,,
4/10/2020 12:39,4/10/2020 12:43,IP Address,141.214.17.222,100,250,True,4/10/2020 12:43,R_9Aiy8TgN6sq86qJ,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,35,Female,Michigan,Non Latino/Hispanic,White,,Polysomnography Technologist,,No,,Not applicable,,,No,Not applicable,,,8,8,Yes,I am working fewer hours,Yes,I am starting work earlier most days,Yes,I am going to bed earlier,I waking up earlier,No,,Yes,I am drinking more alcohol,Once a month or less,2-3 times a week,Never,Never,Yes,1-2 hours,Yes,2-3 hours,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,All of the above,,
4/10/2020 12:43,4/10/2020 12:46,IP Address,141.214.17.236,100,152,True,4/10/2020 12:46,R_2Ptj3JJK8aSiuPE,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,21,Female,Michigan,Non Latino/Hispanic,White,,Medical Assistant,,No,,Not applicable,,,No,Not applicable,,,7,6,Yes,I am working fewer hours,Yes,I am ending work earlier most days,Yes,I am going to bed later,I waking up earlier,Yes,I am napping more,Yes,I am drinking more alcohol,Once a month or less,2-4 times a month,Never,Never,Yes,3+ hours,Yes,3+ hours,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,"I am slightly more depressed,I am slightly more anxious,I am slightly more irritable,All of the above",,
4/10/2020 12:42,4/10/2020 12:52,IP Address,70.142.44.8,100,571,True,4/10/2020 12:52,R_3Pn7LxkfhL2OJKx,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,32,Female,Michigan,Non Latino/Hispanic,White,,Psychiatry resident,,No,,No,,,No,Yes,2,Under 12 years old,8,6,Yes,I am working fewer hours,Yes,"I am starting work later most days,I am ending work earlier most days",Yes,My bedtime has not changed,My waketime has not changed,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,Never,Never,Yes,0.51 – 1 hour,No,,Yes,I am exercising/moving more,No,,No,,Yes,Slightly worse,I am slightly more anxious,,
4/10/2020 12:51,4/10/2020 12:54,IP Address,69.47.70.153,100,202,True,4/10/2020 12:54,R_V4k4dEnQPoASTGp,,,,,42.5666961669922,-84.8407974243164,anonymous,EN,37,Female,Michigan,Non Latino/Hispanic,White,,psychologist,,Yes,Week 2 March 8-14,Not applicable,,,No,Yes,3,Under 12 years old,7,7,Yes,I am working fewer hours,Yes,I am starting work later most days,No,,,No,,No,,Once a month or less,Once a month or less,Never,Never,Yes,1-2 hours,Yes,0.51-1 hour,Yes,I am exercising/moving more,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Moderately better,,,
4/10/2020 13:08,4/10/2020 13:15,IP Address,141.214.17.222,100,379,True,4/10/2020 13:15,R_03AMl3LudKcbfKF,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,49,Female,Ohio,Non Latino/Hispanic,White,,Polysomnography Technician,,No,,No,,,No,No,,,4-6,8,Yes,I am working fewer hours,Yes,I am starting work earlier most days,Yes,I am going to bed earlier,I waking up earlier,Yes,I am napping less,No,,2-4 times a month,2-4 times a month,Never,Never,Yes,0-.5 hour,Yes,3+ hours,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,Yes,I am eating less food each day,Yes,Slightly worse,I am slightly more irritable,,
4/10/2020 13:16,4/10/2020 13:20,IP Address,98.26.105.124,100,224,True,4/10/2020 13:20,R_2QEwdkMpjW4LFMq,,,,,35.9055023193359,-79.0901031494141,anonymous,EN,63,Female,Michigan,Non Latino/Hispanic,White,,MD,,Yes,Week 4 March 22-28,Yes,Extremely satisfied,,No,Not applicable,,,9,6,Yes,I am working more hours,Yes,I am ending work later most days,Yes,My bedtime has not changed,I waking up earlier,No,,No,,2-3 times a week,Once a month or less,Never,Never,Yes,0.51 – 1 hour,No,,No,,No,,No,,No,,,,
4/10/2020 13:38,4/10/2020 13:44,IP Address,141.214.17.232,100,349,True,4/10/2020 13:44,R_2RaaPVrhwg6jKCb,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,65,Female,Michigan,Non Latino/Hispanic,White,,physician,,No,,Yes,Somewhat satisfied,,No,No,,,6.5,6.5,No,,No,,No,,,No,,No,,Once a month or less,Once a month or less,Never,Never,Yes,1-2 hours,No,,No,,No,,No,,Yes,Slightly worse,I am slightly more anxious,,
4/10/2020 13:43,4/10/2020 13:46,IP Address,141.214.17.238,100,151,True,4/10/2020 13:46,R_b1lDXupsjEQZEUF,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,29,Male,Michigan,Non Latino/Hispanic,White,,Psychiatrist,,Yes,Week 4 March 22-28,Yes,Somewhat satisfied,,Yes,Yes,1,Under 12 years old,8,8,Yes,I am working fewer hours,Yes,I am starting work later most days,No,,,No,,No,,4 or more times a week,4 or more times a week,Never,Never,Yes,0.51 – 1 hour,Yes,2-3 hours,No,,No,,No,,No,,,,
4/10/2020 13:46,4/10/2020 13:50,IP Address,172.56.10.182,100,212,True,4/10/2020 13:50,R_3dREU040oz8nXJ5,,,,,42.4369964599609,-82.9899978637695,anonymous,EN,27,Female,Ohio,Non Latino/Hispanic,White,,Sleep tech/N95 fit testing ,,No,,No,,,No,Yes,1,Under 12 years old,6-8 hours ,4-6 hours ,Yes,I am working more hours,Yes,I am ending work later most days,Yes,I am going to bed later,I am waking up later,No,,No,,Never,Never,Never,Never,Yes,0.51 – 1 hour,Yes,1-2 hours,Yes,I am exercising/moving less,No,,No,,Yes,Slightly worse,All of the above,,
4/10/2020 13:46,4/10/2020 13:51,IP Address,67.143.160.70,100,272,True,4/10/2020 13:51,R_vDfRXf0b1c4tLFL,,,,,41.0413055419922,-83.6461029052734,anonymous,EN,30,Female,Michigan,Non Latino/Hispanic,White,,administration,,Yes,Week 3 March 15-21,Not applicable,,,No,Not applicable,,,8,6,No,,Yes,"I am starting work later most days,I am ending work later most days",No,,,Yes,I am napping less,No,,Never,Never,Never,Never,Yes,2-3 hours,Yes,0.51-1 hour,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,Yes,I am eating more food each day,Yes,Slightly worse,I am slightly more anxious,,
4/10/2020 14:39,4/10/2020 14:45,IP Address,73.18.156.142,100,404,True,4/10/2020 14:45,R_1n7OzYk4RAix9kx,,,,,42.2709045410156,-83.7267990112305,anonymous,EN,27,Female,Michigan,Non Latino/Hispanic,White,,Social Worker,,Yes,Week 4 March 22-28,Yes,Somewhat satisfied,,Yes,Not applicable,,,8,6,No,,No,,Yes,I am going to bed later,I am waking up later,No,,No,,2-4 times a month,Once a month or less,Never,Never,Yes,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating less healthy foods,No,,Yes,Slightly worse,I am slightly more anxious,,
4/10/2020 14:45,4/10/2020 14:52,IP Address,73.145.58.152,100,386,True,4/10/2020 14:52,R_1OOYuw7KZBfqd2q,,,,,42.6790924072266,-84.5766983032227,anonymous,EN,32,Male,Michigan,Non Latino/Hispanic,White,,Physician,,Yes,Week 4 March 22-28,Yes,Somewhat dissatisfied,,Yes,Yes,2,Under 12 years old,6,7,Yes,I am working more hours,Yes,I am ending work later most days,Yes,I am going to bed later,I am waking up later,No,,No,,2-4 times a month,2-3 times a week,Never,Never,Yes,0.51 – 1 hour,Yes,0.51-1 hour,Yes,I am exercising/moving less,No,,No,,Yes,Moderately worse,,"I am moderately more anxious,I am moderately more irritable",
4/10/2020 14:47,4/10/2020 14:52,IP Address,68.49.107.228,100,289,True,4/10/2020 14:52,R_2amHzDkm2D7Obwu,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,39,Female,Michigan,Non Latino/Hispanic,White,,social work researcher,,Yes,Week 2 March 8-14,Not applicable,,,No,Yes,1,Under 12 years old,7.5,9,No,,Yes,"I am starting work later most days,I am ending work later most days",No,,,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,Never,Never,Yes,0-.5 hour,No,,Yes,I am exercising/moving more,No,,No,,No,,,,
4/10/2020 14:49,4/10/2020 14:55,IP Address,99.9.114.43,100,310,True,4/10/2020 14:55,R_2xJdSulXlD3vQQP,,,,,42.2807006835938,-83.7800979614258,anonymous,EN,58,Female,Michigan,Non Latino/Hispanic,White,,Administrative,,Yes,Week 3 March 15-21,Not applicable,,,No,Not applicable,,,7,8,No,,Yes,"I am starting work later most days,I am ending work later most days",Yes,I am going to bed later,I am waking up later,No,,Yes,I am drinking more alcohol,2-3 times a week,4 or more times a week,2-4 times a month,Once a month or less,No,1-2 hours,Yes,1-2 hours,Yes,I am exercising/moving less,Yes,I am eating more healthy foods,Yes,I am eating more food each day,No,,,,
4/10/2020 14:53,4/10/2020 14:56,IP Address,24.128.190.175,100,199,True,4/10/2020 14:56,R_08pbz07GRN2OItb,,,,,42.2440032958984,-83.5822982788086,anonymous,EN,36,Female,Michigan,Non Latino/Hispanic,White,,psychologist ,,Yes,Week 1 March 1-7,Yes,Somewhat satisfied,,No,Yes,3,"Under 12 years old,12-17 years old",7,7,Yes,I am working fewer hours,Yes,"I am starting work earlier most days,I am starting work later most days",No,,,No,,No,,Once a month or less,Once a month or less,Never,Never,Yes,1-2 hours,Yes,1-2 hours,No,,No,,No,,Yes,Slightly worse,"I am slightly more depressed,I am slightly more anxious",,
